is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.31227/osf.io/qbv82,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/gfa7w,DataCite - OSF
10.31227/osf.io/bajmh,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/gfxvs,DataCite - OSF
10.31227/osf.io/ycp5k,Center for Open Science,posted-content,2019-06-25,2019,10.17605/osf.io/ghckm,DataCite - OSF
10.31227/osf.io/n5jef,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/gj8nb,DataCite - OSF
10.31219/osf.io/4fp8h,Center for Open Science,posted-content,2019-02-19,2019,10.17605/osf.io/gjud8,DataCite - OSF
10.31227/osf.io/wp3vf,Center for Open Science,posted-content,2019-12-06,2019,10.17605/osf.io/gk5td,DataCite - OSF
10.31227/osf.io/en76d,Center for Open Science,posted-content,2019-02-28,2019,10.17605/osf.io/gk8yr,DataCite - OSF
10.31226/osf.io/d8hyq,Center for Open Science,posted-content,2020-03-02,2020,10.17605/osf.io/gkhb3,DataCite - OSF
10.31227/osf.io/ruf5w,Center for Open Science,posted-content,2020-01-02,2020,10.17605/osf.io/gkq69,DataCite - OSF
10.31219/osf.io/kng8h,Center for Open Science,posted-content,2020-04-25,2020,10.17605/osf.io/gmr9k,DataCite - OSF
10.31234/osf.io/27wbq,Center for Open Science,posted-content,2019-12-22,2019,10.17605/osf.io/gn59u,DataCite - OSF
10.31227/osf.io/qrkv2,Center for Open Science,posted-content,2019-02-04,2019,10.17605/osf.io/gnakm,DataCite - OSF
10.31237/osf.io/x28jh,Center for Open Science,posted-content,2020-05-19,2020,10.17605/osf.io/gnhr6,DataCite - OSF
10.31237/osf.io/n2qk7,Center for Open Science,posted-content,2020-11-12,2020,10.17605/osf.io/gnyj2,DataCite - OSF
10.31219/osf.io/x8ah9,Center for Open Science,posted-content,2020-04-30,2020,10.17605/osf.io/gpfsu,DataCite - OSF
10.31227/osf.io/kft2z,Center for Open Science,posted-content,2019-09-17,2019,10.17605/osf.io/gqwcr,DataCite - OSF
10.31227/osf.io/nhf9s,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/gt8d9,DataCite - OSF
10.31219/osf.io/gtdkm,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/gtdkm,DataCite - OSF
10.31237/osf.io/8bqsv,Center for Open Science,posted-content,2020-08-02,2020,10.17605/osf.io/gtz94,DataCite - OSF
10.31227/osf.io/kmyzw,Center for Open Science,posted-content,2019-02-24,2019,10.17605/osf.io/gu34x,DataCite - OSF
10.31234/osf.io/c3hj5,Center for Open Science,posted-content,2019-10-04,2019,10.17605/osf.io/gukw9,DataCite - OSF
10.31227/osf.io/fs5a8,Center for Open Science,posted-content,2019-05-16,2019,10.17605/osf.io/gvf5k,DataCite - OSF
10.31237/osf.io/xp62v,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/gvhyk,DataCite - OSF
10.31227/osf.io/pdza8,Center for Open Science,posted-content,2019-09-23,2019,10.17605/osf.io/gzybh,DataCite - OSF
10.31227/osf.io/3j96s,Center for Open Science,posted-content,2019-09-01,2019,10.17605/osf.io/h2c8n,DataCite - OSF
10.31227/osf.io/rvdqj,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/h3gpz,DataCite - OSF
10.31227/osf.io/h3uvq,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/h3qm6,DataCite - OSF
10.31219/osf.io/e2z9u,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/h4ke9,DataCite - OSF
10.31235/osf.io/g6ez4,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/h4ybt,DataCite - OSF
10.31227/osf.io/tsf5e,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/h5at2,DataCite - OSF
10.31237/osf.io/jg9k4,Center for Open Science,posted-content,2021-03-20,2021,10.17605/osf.io/h6jvq,DataCite - OSF
10.31219/osf.io/grv3s,Center for Open Science,posted-content,2020-07-14,2020,10.17605/osf.io/h9d3g,DataCite - OSF
10.31219/osf.io/6v72b,Center for Open Science,posted-content,2020-03-11,2020,10.17605/osf.io/h9tv5,DataCite - OSF
10.31227/osf.io/q3zgk,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/h9zxe,DataCite - OSF
10.31227/osf.io/q738y,Center for Open Science,posted-content,2019-10-04,2019,10.17605/osf.io/hau4x,DataCite - OSF
10.31237/osf.io/mqd4e,Center for Open Science,posted-content,2021-05-01,2021,10.17605/osf.io/hcnd8,DataCite - OSF
10.31227/osf.io/e6qjd,Center for Open Science,posted-content,2019-11-19,2019,10.17605/osf.io/hcpsd,DataCite - OSF
10.31219/osf.io/48dxh,Center for Open Science,posted-content,2018-07-04,2018,10.17605/osf.io/hdmbq,DataCite - OSF
10.31227/osf.io/q4ruy,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/hfd5u,DataCite - OSF
10.31227/osf.io/fa46r,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/hkezw,DataCite - OSF
10.31219/osf.io/ms3hd,Center for Open Science,posted-content,2021-03-10,2021,10.17605/osf.io/hm2ze,DataCite - OSF
10.31219/osf.io/pfu6j,Center for Open Science,posted-content,2021-02-07,2021,10.17605/osf.io/hm9eq,DataCite - OSF
10.31227/osf.io/5hc4b,Center for Open Science,posted-content,2019-06-01,2019,10.17605/osf.io/hn279,DataCite - OSF
10.31227/osf.io/bgkeq,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/hpxzd,DataCite - OSF
10.31227/osf.io/hr7p4,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/hr7p4,DataCite - OSF
10.31219/osf.io/jcguh,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/hrj2y,DataCite - OSF
10.31237/osf.io/nxqcr,Center for Open Science,posted-content,2021-02-06,2021,10.17605/osf.io/htjwq,DataCite - OSF
10.31227/osf.io/4jrwm,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/hu9v4,DataCite - OSF
10.31235/osf.io/hujgs,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/hujgs,DataCite - OSF
10.31227/osf.io/yrxdk,Center for Open Science,posted-content,2018-11-02,2018,10.17605/osf.io/hvf6p,DataCite - OSF
10.31227/osf.io/erd9b,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/hx9v2,DataCite - OSF
10.31237/osf.io/hktby,Center for Open Science,posted-content,2021-04-09,2021,10.17605/osf.io/hycj3,DataCite - OSF
10.31227/osf.io/73689,Center for Open Science,posted-content,2019-12-14,2019,10.17605/osf.io/hyzkm,DataCite - OSF
10.31227/osf.io/h49pg,Center for Open Science,posted-content,2019-05-06,2019,10.17605/osf.io/hza45,DataCite - OSF
10.31219/osf.io/8jg5x,Center for Open Science,posted-content,2020-10-18,2020,10.17605/osf.io/hztc4,DataCite - OSF
10.31227/osf.io/8fnu6,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/j3bcr,DataCite - OSF
10.31227/osf.io/5mfwg,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/j3h8m,DataCite - OSF
10.31227/osf.io/rmn3a,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/j3sgx,DataCite - OSF
10.31237/osf.io/wdq6b,Center for Open Science,posted-content,2020-12-01,2020,10.17605/osf.io/j3yhg,DataCite - OSF
10.31237/osf.io/gj827,Center for Open Science,posted-content,2021-03-11,2021,10.17605/osf.io/j7sr8,DataCite - OSF
10.31237/osf.io/3gx7b,Center for Open Science,posted-content,2020-11-12,2020,10.17605/osf.io/j8hxt,DataCite - OSF
10.31219/osf.io/tfsj4,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/j8r5u,DataCite - OSF
10.31227/osf.io/h8yrv,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/j94ay,DataCite - OSF
10.31237/osf.io/5cr3y,Center for Open Science,posted-content,2018-08-28,2018,10.17605/osf.io/jaudk,DataCite - OSF
10.31227/osf.io/8aewc,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/jb2k3,DataCite - OSF
10.31227/osf.io/mkphx,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/jcdhf,DataCite - OSF
10.31237/osf.io/ejh4b,Center for Open Science,posted-content,2020-05-19,2020,10.17605/osf.io/jdcvq,DataCite - OSF
10.31227/osf.io/jdv5a,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/jegxd,DataCite - OSF
10.31237/osf.io/udt75,Center for Open Science,posted-content,2020-10-06,2020,10.17605/osf.io/jeqga,DataCite - OSF
10.31227/osf.io/chs7y,Center for Open Science,posted-content,2018-11-20,2018,10.17605/osf.io/jerc2,DataCite - OSF
10.31219/osf.io/nqt4s,Center for Open Science,posted-content,2020-07-24,2020,10.17605/osf.io/jevxk,DataCite - OSF
10.31227/osf.io/pcj29,Center for Open Science,posted-content,2019-11-25,2019,10.17605/osf.io/jh96z,DataCite - OSF
10.31237/osf.io/q3fsn,Center for Open Science,posted-content,2021-02-07,2021,10.17605/osf.io/jhqnd,DataCite - OSF
10.31227/osf.io/mfuh9,Center for Open Science,posted-content,2018-12-12,2018,10.17605/osf.io/jhr8e,DataCite - OSF
10.31237/osf.io/8fjwx,Center for Open Science,posted-content,2021-05-08,2021,10.17605/osf.io/jkcyt,DataCite - OSF
10.31219/osf.io/pv4bf,Center for Open Science,posted-content,2019-02-17,2019,10.17605/osf.io/jmsx8,DataCite - OSF
10.31237/osf.io/e69mr,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/jn8uk,DataCite - OSF
10.31227/osf.io/3dukm,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/jpf4v,DataCite - OSF
10.31219/osf.io/2njfv,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/jpz2f,DataCite - OSF
10.31237/osf.io/72fvm,Center for Open Science,posted-content,2021-06-15,2021,10.17605/osf.io/jr8yw,DataCite - OSF
10.31227/osf.io/bvkre,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/jrkht,DataCite - OSF
10.31227/osf.io/6dpw8,Center for Open Science,posted-content,2019-12-28,2019,10.17605/osf.io/jruqh,DataCite - OSF
10.31219/osf.io/cxtqk,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/jspq5,DataCite - OSF
10.31227/osf.io/p4mfd,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/jtdn4,DataCite - OSF
10.31227/osf.io/vdm6g,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/juq3m,DataCite - OSF
10.31227/osf.io/y5kja,Center for Open Science,posted-content,2019-05-18,2019,10.17605/osf.io/jvce5,DataCite - OSF
10.31227/osf.io/wgbku,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/jwrt6,DataCite - OSF
10.31227/osf.io/jrcem,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/jws9g,DataCite - OSF
10.31237/osf.io/wuk6q,Center for Open Science,posted-content,2020-11-17,2020,10.17605/osf.io/jwshn,DataCite - OSF
10.31237/osf.io/vgk36,Center for Open Science,posted-content,2021-03-20,2021,10.17605/osf.io/jyguc,DataCite - OSF
10.31227/osf.io/z7c2b,Center for Open Science,posted-content,2019-12-07,2019,10.17605/osf.io/jzcxv,DataCite - OSF
10.31227/osf.io/b2sf4,Center for Open Science,posted-content,2019-08-28,2019,10.17605/osf.io/k47su,DataCite - OSF
10.31227/osf.io/5qe3a,Center for Open Science,posted-content,2019-10-09,2019,10.17605/osf.io/k4932,DataCite - OSF
10.31237/osf.io/ua4s6,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/k4qmp,DataCite - OSF
10.31235/osf.io/k54uv,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/k54uv,DataCite - OSF
10.31237/osf.io/vptud,Center for Open Science,posted-content,2020-05-26,2020,10.17605/osf.io/k5dne,DataCite - OSF
10.31227/osf.io/rzs34,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/k7dnt,DataCite - OSF
10.31227/osf.io/tj7sr,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/k824n,DataCite - OSF
10.31227/osf.io/jhk7g,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/k8g7v,DataCite - OSF
10.31227/osf.io/85vmh,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/k8m4x,DataCite - OSF
10.31219/osf.io/7fpjz,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/k9zj8,DataCite - OSF
10.31219/osf.io/mv9da,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/kav38,DataCite - OSF
10.31227/osf.io/pmu76,Center for Open Science,posted-content,2019-08-17,2019,10.17605/osf.io/kbevt,DataCite - OSF
10.31219/osf.io/cjp3n,Center for Open Science,posted-content,2020-07-24,2020,10.17605/osf.io/kbhzc,DataCite - OSF
10.31237/osf.io/wrqys,Center for Open Science,posted-content,2020-12-16,2020,10.17605/osf.io/kbu7f,DataCite - OSF
10.31227/osf.io/7vyt4,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/kcq9r,DataCite - OSF
10.31237/osf.io/ac9ef,Center for Open Science,posted-content,2020-10-04,2020,10.17605/osf.io/kdcf2,DataCite - OSF
10.31237/osf.io/5zcs4,Center for Open Science,posted-content,2021-03-22,2021,10.17605/osf.io/ke8fm,DataCite - OSF
10.31227/osf.io/sn63m,Center for Open Science,posted-content,2018-08-20,2018,10.17605/osf.io/kp4cx,DataCite - OSF
10.31234/osf.io/umynr,Center for Open Science,posted-content,2020-07-01,2020,10.17605/osf.io/kp6z5,DataCite - OSF
10.31219/osf.io/yr4hs,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/kqdvs,DataCite - OSF
10.35542/osf.io/vc6f2,Center for Open Science,posted-content,2020-02-15,2020,10.17605/osf.io/kqhfw,DataCite - OSF
10.31227/osf.io/c8z9x,Center for Open Science,posted-content,2019-04-16,2019,10.17605/osf.io/krp87,DataCite - OSF
10.31237/osf.io/j28xs,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/ks6vc,DataCite - OSF
10.31219/osf.io/fhpur,Center for Open Science,posted-content,2019-09-02,2019,10.17605/osf.io/ks8cd,DataCite - OSF
10.31237/osf.io/nvmuj,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/ksc9j,DataCite - OSF
10.31219/osf.io/zces5,Center for Open Science,posted-content,2019-01-30,2019,10.17605/osf.io/kt75e,DataCite - OSF
10.31227/osf.io/nfxj2,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/ktx6f,DataCite - OSF
10.31227/osf.io/6spwb,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/kue6h,DataCite - OSF
10.31219/osf.io/qvghc,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/kuqsc,DataCite - OSF
10.31227/osf.io/h2jwm,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/kurmt,DataCite - OSF
10.31227/osf.io/zqnju,Center for Open Science,posted-content,2019-05-15,2019,10.17605/osf.io/kvbzr,DataCite - OSF
10.31227/osf.io/36jqk,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/kvgmc,DataCite - OSF
10.31219/osf.io/x4vfu,Center for Open Science,posted-content,2021-06-07,2021,10.17605/osf.io/kvhnm,DataCite - OSF
10.31219/osf.io/ba5vu,Center for Open Science,posted-content,2021-06-22,2021,10.17605/osf.io/kvwyb,DataCite - OSF
10.31237/osf.io/3a7mg,Center for Open Science,posted-content,2021-02-06,2021,10.17605/osf.io/kxd4y,DataCite - OSF
10.31227/osf.io/j2nq3,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/kxntc,DataCite - OSF
10.31237/osf.io/trg6u,Center for Open Science,posted-content,2021-02-10,2021,10.17605/osf.io/kxts9,DataCite - OSF
10.31219/osf.io/mp9jv,Center for Open Science,posted-content,2019-10-01,2019,10.17605/osf.io/ky5ah,DataCite - OSF
10.31227/osf.io/ky6nq,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/ky6nq,DataCite - OSF
10.31227/osf.io/cxutf,Center for Open Science,posted-content,2018-12-27,2018,10.17605/osf.io/ky7b5,DataCite - OSF
10.31237/osf.io/ba74c,Center for Open Science,posted-content,2021-01-09,2021,10.17605/osf.io/kzbvg,DataCite - OSF
10.31237/osf.io/h5wf8,Center for Open Science,posted-content,2020-05-26,2020,10.17605/osf.io/kzrtv,DataCite - OSF
10.31237/osf.io/tvyuw,Center for Open Science,posted-content,2020-10-20,2020,10.17605/osf.io/m25gh,DataCite - OSF
10.31227/osf.io/mnhcj,Center for Open Science,posted-content,2019-08-26,2019,10.17605/osf.io/m2dk8,DataCite - OSF
10.31237/osf.io/9scvd,Center for Open Science,posted-content,2021-06-09,2021,10.17605/osf.io/m2pae,DataCite - OSF
10.31227/osf.io/fyr8g,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/m4gq8,DataCite - OSF
10.31219/osf.io/r4jya,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/m5dws,DataCite - OSF
10.31227/osf.io/fq46g,Center for Open Science,posted-content,2019-03-27,2019,10.17605/osf.io/m8c4u,DataCite - OSF
10.31219/osf.io/32fy4,Center for Open Science,posted-content,2020-08-21,2020,10.17605/osf.io/m8kac,DataCite - OSF
10.31219/osf.io/ut239,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/m8yh6,DataCite - OSF
10.31227/osf.io/7rmv8,Center for Open Science,posted-content,2019-03-02,2019,10.17605/osf.io/m9nv2,DataCite - OSF
10.31237/osf.io/93unb,Center for Open Science,posted-content,2021-06-15,2021,10.17605/osf.io/ma9ry,DataCite - OSF
10.31227/osf.io/4bwy5,Center for Open Science,posted-content,2020-01-02,2020,10.17605/osf.io/mb9tp,DataCite - OSF
10.31227/osf.io/c3yd4,Center for Open Science,posted-content,2019-04-17,2019,10.17605/osf.io/mbwta,DataCite - OSF
10.31227/osf.io/yfsx9,Center for Open Science,posted-content,2020-01-16,2020,10.17605/osf.io/mc3ut,DataCite - OSF
10.31227/osf.io/w9b2r,Center for Open Science,posted-content,2019-09-03,2019,10.17605/osf.io/mcdr8,DataCite - OSF
10.31219/osf.io/r86yb,Center for Open Science,posted-content,2019-10-16,2019,10.17605/osf.io/mdakn,DataCite - OSF
10.31219/osf.io/zq9sj,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/mf6de,DataCite - OSF
10.31237/osf.io/v8sb4,Center for Open Science,posted-content,2021-03-16,2021,10.17605/osf.io/mge4c,DataCite - OSF
10.31219/osf.io/tr9hf,Center for Open Science,posted-content,2020-10-13,2020,10.17605/osf.io/mh6sx,DataCite - OSF
10.31227/osf.io/ujgka,Center for Open Science,posted-content,2019-01-31,2019,10.17605/osf.io/mj4hy,DataCite - OSF
10.31237/osf.io/zdxcm,Center for Open Science,posted-content,2020-11-19,2020,10.17605/osf.io/mkrg4,DataCite - OSF
10.31220/osf.io/r3xgn,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/mn7v8,DataCite - OSF
10.31227/osf.io/n9f5u,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/mptg3,DataCite - OSF
10.31227/osf.io/d82pv,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/mqjwf,DataCite - OSF
10.31227/osf.io/kyhwp,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/mrxw5,DataCite - OSF
10.31227/osf.io/gwk6c,Center for Open Science,posted-content,2020-01-02,2020,10.17605/osf.io/mrzp6,DataCite - OSF
10.31227/osf.io/ucqvs,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/mtks6,DataCite - OSF
10.31227/osf.io/35w6h,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/mtyfg,DataCite - OSF
10.31227/osf.io/g2skf,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/mu6yf,DataCite - OSF
10.31219/osf.io/2xkwu,Center for Open Science,posted-content,2020-09-08,2020,10.17605/osf.io/murfj,DataCite - OSF
10.31227/osf.io/hydwx,Center for Open Science,posted-content,2018-10-06,2018,10.17605/osf.io/mvc3j,DataCite - OSF
10.31227/osf.io/eu65m,Center for Open Science,posted-content,2019-05-15,2019,10.17605/osf.io/mvprn,DataCite - OSF
10.31219/osf.io/gahd8,Center for Open Science,posted-content,2019-04-19,2019,10.17605/osf.io/mvz3e,DataCite - OSF
10.31227/osf.io/tqjwf,Center for Open Science,posted-content,2019-06-01,2019,10.17605/osf.io/mwjnc,DataCite - OSF
10.31227/osf.io/zp4sj,Center for Open Science,posted-content,2019-06-29,2019,10.17605/osf.io/mwsvq,DataCite - OSF
10.31237/osf.io/zb8m3,Center for Open Science,posted-content,2021-01-15,2021,10.17605/osf.io/mx29u,DataCite - OSF
10.31237/osf.io/fg54h,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/mxgb2,DataCite - OSF
10.31227/osf.io/vf8g5,Center for Open Science,posted-content,2020-01-04,2020,10.17605/osf.io/mza3k,DataCite - OSF
10.31227/osf.io/dv29j,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/mzahv,DataCite - OSF
10.31227/osf.io/a4nrj,Center for Open Science,posted-content,2019-01-17,2019,10.17605/osf.io/n2b3k,DataCite - OSF
10.31234/osf.io/jx97q,Center for Open Science,posted-content,2019-07-19,2019,10.17605/osf.io/n3r5g,DataCite - OSF
10.31219/osf.io/xp65u,Center for Open Science,posted-content,2021-02-19,2021,10.17605/osf.io/n4w9x,DataCite - OSF
